Strain	Length	Experiment	NormLength	Useq	Genome_Classification	Cluster	Phylum	Class	Color
MF340	6.16677686	mono1	5.91872547129202	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	6.16677686	mono1	5.91872547129202	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	5.509710744	mono1	5.28808907153552	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	5.509710744	mono1	5.28808907153552	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	5.368495868	mono2	5.46396831108788	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	5.368495868	mono2	5.46396831108788	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	5.42131405	mono2	5.51772580290557	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	5.42131405	mono2	5.51772580290557	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	5.513561983	mono2	5.61161425789717	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	5.513561983	mono2	5.61161425789717	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	6.377735537	mono1	6.12119858217251	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	6.377735537	mono1	6.12119858217251	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	5.78153719	mono2	5.88435509168135	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	5.78153719	mono2	5.88435509168135	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	5.561016529	mono2	5.65991272769886	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	5.561016529	mono2	5.65991272769886	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	6.319008264	mono1	6.06483354506224	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	6.319008264	mono1	6.06483354506224	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	5.577413223	mono2	5.67660101779453	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	5.577413223	mono2	5.67660101779453	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	6.357413223	mono1	6.10169370949135	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	6.357413223	mono1	6.10169370949135	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	6.490041322	mono1	6.22898699828409	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	6.490041322	mono1	6.22898699828409	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	6.185438017	mono2	6.29543882422269	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	6.185438017	mono2	6.29543882422269	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	6.202363636	mono1	5.95288081083716	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	6.202363636	mono1	5.95288081083716	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	6.025198347	mono2	6.13234947841951	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	6.025198347	mono2	6.13234947841951	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	6.646520661	mono1	6.37917213883581	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	6.646520661	mono1	6.37917213883581	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	5.640264463	mono2	5.74056999385719	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF340	5.640264463	mono2	5.74056999385719	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	D	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.39714876	mono1	5.18005476172915	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.39714876	mono1	5.18005476172915	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.39714876	mono1	5.18005476172915	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.867355372	mono1	5.63134786254914	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.867355372	mono1	5.63134786254914	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.867355372	mono1	5.63134786254914	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.703826446	mono2	5.80526235265587	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.703826446	mono2	5.80526235265587	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.703826446	mono2	5.80526235265587	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	6.024842975	mono2	6.13198778654261	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	6.024842975	mono2	6.13198778654261	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	6.024842975	mono2	6.13198778654261	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	6.104661157	mono2	6.21322544189711	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	6.104661157	mono2	6.21322544189711	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	6.104661157	mono2	6.21322544189711	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	6.200132231	mono2	6.31039435769546	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	6.200132231	mono2	6.31039435769546	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	6.200132231	mono2	6.31039435769546	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	6.006198347	mono2	6.11301158556027	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	6.006198347	mono2	6.11301158556027	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	6.006198347	mono2	6.11301158556027	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.677900826	mono2	5.77887567571538	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.677900826	mono2	5.77887567571538	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.677900826	mono2	5.77887567571538	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	2.634033058	mono1	2.52808215807728	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	2.634033058	mono1	2.52808215807728	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	2.634033058	mono1	2.52808215807728	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.677512397	mono1	5.44914109924518	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.677512397	mono1	5.44914109924518	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.677512397	mono1	5.44914109924518	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	6.081661157	mono2	6.18981641369908	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	6.081661157	mono2	6.18981641369908	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	6.081661157	mono2	6.18981641369908	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.357710744	mono1	5.14220309380997	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.357710744	mono1	5.14220309380997	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.357710744	mono1	5.14220309380997	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.867661157	mono2	5.97201067307392	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.867661157	mono2	5.97201067307392	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.867661157	mono2	5.97201067307392	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.360355372	mono1	5.14474134474089	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.360355372	mono1	5.14474134474089	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.360355372	mono1	5.14474134474089	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.901033058	mono2	6.00597605444483	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.901033058	mono2	6.00597605444483	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.901033058	mono2	6.00597605444483	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	6.074429752	mono2	6.18245640658793	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	6.074429752	mono2	6.18245640658793	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	6.074429752	mono2	6.18245640658793	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	4.939165289	mono1	4.74049314035432	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	4.939165289	mono1	4.74049314035432	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	4.939165289	mono1	4.74049314035432	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.666446281	mono1	5.43852010482226	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.666446281	mono1	5.43852010482226	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.666446281	mono1	5.43852010482226	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.404371901	mono1	5.18698736032807	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.404371901	mono1	5.18698736032807	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.404371901	mono1	5.18698736032807	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.841057851	mono1	5.60610812858306	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.841057851	mono1	5.60610812858306	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF345	5.841057851	mono1	5.60610812858306	Sequence_68	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	C	Actinobacteria	Actinobacteria	Actinobacteria
MF348	6.412239669	mono2	6.52627387931085	Sequence_8	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Nocardia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF348	6.412239669	mono2	6.52627387931085	Sequence_8	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Nocardia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF348	6.445710744	mono2	6.56034019837578	Sequence_8	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Nocardia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF348	6.445710744	mono2	6.56034019837578	Sequence_8	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Nocardia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF348	6.846297521	mono2	6.96805094439974	Sequence_8	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Nocardia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF348	6.846297521	mono2	6.96805094439974	Sequence_8	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Nocardia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF348	6.920380165	mono2	7.04345106189456	Sequence_8	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Nocardia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF348	6.920380165	mono2	7.04345106189456	Sequence_8	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Nocardia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF348	6.542917355	mono2	6.65927551567726	Sequence_8	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Nocardia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF348	6.542917355	mono2	6.65927551567726	Sequence_8	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Nocardia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF348	6.747082645	mono2	6.86707164744548	Sequence_8	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Nocardia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF348	6.747082645	mono2	6.86707164744548	Sequence_8	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Nocardia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF348	6.294057851	mono2	6.40599033539536	Sequence_8	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Nocardia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF348	6.294057851	mono2	6.40599033539536	Sequence_8	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Nocardia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF349	4.885867769	mono1	4.68933945077835	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	4.885867769	mono1	4.68933945077835	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	5.824545455	mono1	5.5902599244051	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	5.824545455	mono1	5.5902599244051	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	6.245033058	mono2	6.35609369358059	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	6.245033058	mono2	6.35609369358059	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	7.77185124	mono2	7.91006455774161	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	7.77185124	mono2	7.91006455774161	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	6.526363636	mono1	6.26384828967319	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	6.526363636	mono1	6.26384828967319	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	7.614520661	mono2	7.74993603773189	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	7.614520661	mono2	7.74993603773189	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	4.635570248	mono1	4.44910985490094	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	4.635570248	mono1	4.44910985490094	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
