USeq	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Contrast	OverallContrast	Module
USeq10	82.3292577636563	6.79574400568046	1.17672287489785	5.77514396180189	7.68873177030622e-09	7.25154505532725e-08	Root_7pH_vs_AgarPlant_7pH	RootvsAgar	D
USeq10	82.3292577636563	7.57462593611847	1.06784906058697	7.09334887830951	1.30904891095967e-12	8.57427036678585e-11	Shoot_100Pi_vs_AgarPlant_100Pi	ShootvsAgar	D
USeq10	82.3292577636563	-0.699927906738815	0.616314023912155	-1.13566766223476	0.256095679343239	0.716210815272061	Root_31C_vs_Shoot_31C	RootvsShoot	D
USeq11	21.5157636438795	2.03917697806133	0.881408746389012	2.31354293500661	0.0206928070151525	0.107602596478793	Root_8.2pH_vs_Shoot_8.2pH	RootvsShoot	A
USeq11	21.5157636438795	-0.736239714367017	0.815115241256047	-0.903233895163723	0.366401772119364	0.625852654812082	Root_8.2pH_vs_AgarPlant_8.2pH	RootvsAgar	A
USeq11	21.5157636438795	5.73969142243047	1.14561332611091	5.01014722124033	5.43884125014578e-07	5.71078331265307e-06	Root_10C_vs_AgarPlant_10C	RootvsAgar	A
USeq11	21.5157636438795	1.05659094130008	0.812310586764488	1.30072284975208	0.193353338072513	0.558229798628708	Root_5.5pH_vs_AgarPlant_5.5pH	RootvsAgar	A
USeq11	21.5157636438795	-2.79144188942691	0.860634695731346	-3.24346892272895	0.00118083691762164	0.0045709816165999	Shoot_7pH_vs_AgarPlant_7pH	ShootvsAgar	A
USeq11	21.5157636438795	-4.85753953787125	0.805532832636283	-6.03021918048193	1.63737457739351e-09	3.18118489322168e-08	Shoot_50NaCl_vs_AgarPlant_50NaCl	ShootvsAgar	A
USeq11	21.5157636438795	-3.39272765957047	0.847521106191092	-4.00311878345777	6.25128953980756e-05	0.000409459464857395	Root_100Pi_vs_AgarPlant_100Pi	RootvsAgar	A
USeq11	21.5157636438795	-2.33653725988863	0.843026530730314	-2.7716058447941	0.00557805342087147	0.0195851653443932	Root_50Pi_vs_AgarPlant_50Pi	RootvsAgar	A
USeq11	21.5157636438795	-0.839535217974656	0.874638527579202	-0.9598653518023	0.337122986227493	1	Root_21C_vs_AgarPlant_21C	RootvsAgar	A
USeq11	21.5157636438795	2.54702643728846	0.995727717591258	2.5579547423365	0.0105289794258722	0.0954958770395121	Root_21C_vs_Shoot_21C	RootvsShoot	A
USeq11	21.5157636438795	0.668885444176769	0.838264054875476	0.797941221845821	0.424904600444932	1	Root_30Pi_vs_Shoot_30Pi	RootvsShoot	A
USeq11	21.5157636438795	-2.41917582945565	0.82694853613326	-2.9254248889145	0.00343986204359048	0.0176342724073513	Root_10Pi_vs_AgarPlant_10Pi	RootvsAgar	A
USeq11	21.5157636438795	2.05342730251812	0.96033631451567	2.13823768973449	0.0324974568623409	1	Root_200NaCl_vs_Shoot_200NaCl	RootvsShoot	A
USeq11	21.5157636438795	-0.354834095623784	0.886524065189977	-0.400253201866264	0.688970032851491	1	Root_0Pi_vs_Shoot_0Pi	RootvsShoot	A
USeq11	21.5157636438795	4.70035772636178	1.18725655174683	3.95900761250469	7.52618382075466e-05	0.00382144898494648	Root_10C_vs_Shoot_10C	RootvsShoot	A
USeq11	21.5157636438795	-1.26920593204109	0.823448558131087	-1.54132995863361	0.123236501113949	0.366978517416036	Shoot_150NaCl_vs_AgarPlant_150NaCl	ShootvsAgar	A
USeq11	21.5157636438795	-0.565404489897122	0.7851436328239	-0.720128733469507	0.471445737710203	0.74252703689357	Root_31C_vs_AgarPlant_31C	RootvsAgar	A
USeq11	21.5157636438795	-3.38656165526312	1.00918756699885	-3.35573065503983	0.000791556188598601	0.00477261819596215	Shoot_21C_vs_AgarPlant_21C	ShootvsAgar	A
USeq11	21.5157636438795	-1.90068350961522	0.871943941334957	-2.17982305915819	0.0292705799669153	0.0993980111376499	Shoot_200NaCl_vs_AgarPlant_200NaCl	ShootvsAgar	A
USeq11	21.5157636438795	-0.601423007255648	0.779441278037335	-0.771607848085818	0.440346724631228	0.942714114703474	Root_100NaCl_vs_AgarPlant_100NaCl	RootvsAgar	A
USeq11	21.5157636438795	-1.43364089534171	0.837968866845157	-1.7108522190558	0.0871083969687941	0.266769465716932	Shoot_0Pi_vs_AgarPlant_0Pi	ShootvsAgar	A
USeq11	21.5157636438795	2.38168590146699	0.829992458026711	2.86952716067975	0.00411086025040725	0.0392400296629783	Root_100NaCl_vs_Shoot_100NaCl	RootvsShoot	A
USeq11	21.5157636438795	-1.02807450506906	0.812503110609447	-1.26531762358167	0.205757491482113	0.488674042270018	Shoot_50Pi_vs_AgarPlant_50Pi	ShootvsAgar	A
USeq11	21.5157636438795	-2.25462609022832	0.83590882524605	-2.69721532077936	0.0069922041827064	0.0381657811639391	Shoot_10Pi_vs_AgarPlant_10Pi	ShootvsAgar	A
USeq11	21.5157636438795	-1.30846275481957	0.848061175741657	-1.54288722588353	0.122858140732054	0.364871697658723	Root_50Pi_vs_Shoot_50Pi	RootvsShoot	A
USeq11	21.5157636438795	-2.10328649199491	0.897040763001435	-2.34469444282271	0.0190426783577814	0.0448063020183092	Root_7pH_vs_AgarPlant_7pH	RootvsAgar	A
USeq11	21.5157636438795	-2.16480798671419	0.788004651588837	-2.74720204043128	0.00601060951840921	0.0210274901480434	Root_50NaCl_vs_AgarPlant_50NaCl	RootvsAgar	A
USeq11	21.5157636438795	-0.164549739227336	0.861151642452263	-0.191081025821138	0.84846211294147	1	Root_10Pi_vs_Shoot_10Pi	RootvsShoot	A
USeq11	21.5157636438795	-1.19335088203307	0.834511635814185	-1.42999909266547	0.152717279486914	0.51313005907603	Shoot_1000Pi_vs_AgarPlant_1000Pi	ShootvsAgar	A
USeq11	21.5157636438795	-2.13059585643252	0.822658573243029	-2.5898907830419	0.00960063860696514	0.0369906958091892	Shoot_30Pi_vs_AgarPlant_30Pi	ShootvsAgar	A
USeq11	21.5157636438795	-1.33979955075893	0.890422534650153	-1.50467839550505	0.132406780133307	1	Root_100Pi_vs_Shoot_100Pi	RootvsShoot	A
USeq11	21.5157636438795	-2.1661468148762	0.931745416408425	-2.32482690736059	0.0200812176105158	0.071288322517331	Root_1000Pi_vs_AgarPlant_1000Pi	RootvsAgar	A
USeq11	21.5157636438795	1.37980731439049	0.817373272760301	1.68809937928461	0.091392153600041	1	Root_5.5pH_vs_Shoot_5.5pH	RootvsShoot	A
USeq11	21.5157636438795	-1.46171041225575	0.807528565624921	-1.81010366007868	0.0702797135080934	0.180340396926428	Root_30Pi_vs_AgarPlant_30Pi	RootvsAgar	A
USeq11	21.5157636438795	-0.466932399474468	0.873684678975905	-0.534440411638883	0.593036866007671	1	Root_150NaCl_vs_AgarPlant_150NaCl	RootvsAgar	A
USeq11	21.5157636438795	-2.98310890872264	0.82934574949795	-3.59694242181682	0.000321979720130486	0.00162277778945765	Shoot_100NaCl_vs_AgarPlant_100NaCl	ShootvsAgar	A
USeq11	21.5157636438795	-2.77541669242834	0.864507288718281	-3.21040288340793	0.00132549049873955	0.00698894990244491	Shoot_8.2pH_vs_AgarPlant_8.2pH	ShootvsAgar	A
USeq11	21.5157636438795	-0.323216373090405	0.836075454558734	-0.386587563751639	0.699061566170127	1	Shoot_5.5pH_vs_AgarPlant_5.5pH	ShootvsAgar	A
USeq11	21.5157636438795	-1.78150717059311	0.790538789878165	-2.25353542849892	0.0242254094978669	0.0814386106524037	Shoot_31C_vs_AgarPlant_31C	ShootvsAgar	A
USeq11	21.5157636438795	1.03933369606869	1.43422985223431	0.724663270987957	0.468658632930808	0.861806505513217	Shoot_10C_vs_AgarPlant_10C	ShootvsAgar	A
USeq11	21.5157636438795	-1.7884749909655	0.880919605568147	-2.03023633446326	0.0423325221682817	0.120936322073155	Root_0Pi_vs_AgarPlant_0Pi	RootvsAgar	A
USeq11	21.5157636438795	1.21610268069599	0.77731288725811	1.56449571418488	0.117701198683093	0.451187928285189	Root_31C_vs_Shoot_31C	RootvsShoot	A
USeq11	21.5157636438795	0.152743792902904	0.889136381366954	0.171788935987611	0.863603464016565	1	Root_200NaCl_vs_AgarPlant_200NaCl	RootvsAgar	A
USeq11	21.5157636438795	2.69273155115706	0.818019891198213	3.29176781656595	0.000995597707515944	0.0081070099040584	Root_50NaCl_vs_Shoot_50NaCl	RootvsShoot	A
USeq11	21.5157636438795	-0.972795932843136	0.920146113945071	-1.05721897653008	0.290411661127471	1	Root_1000Pi_vs_Shoot_1000Pi	RootvsShoot	A
USeq11	21.5157636438795	-2.05292810881154	0.840212465016098	-2.44334402819436	0.0145518581340627	0.048879318347749	Shoot_100Pi_vs_AgarPlant_100Pi	ShootvsAgar	A
USeq11	21.5157636438795	0.688155397432	0.890674222941731	0.772623008173686	0.43974552375586	1	Root_7pH_vs_Shoot_7pH	RootvsShoot	A
USeq11	21.5157636438795	0.802273532566626	0.912441023938443	0.879260699068207	0.379259939798261	1	Root_150NaCl_vs_Shoot_150NaCl	RootvsShoot	A
USeq12	122.28837303474	3.71229334750876	0.608306198522179	6.10267223402855	1.04309608901685e-09	1.32125504608801e-08	Root_100NaCl_vs_AgarPlant_100NaCl	RootvsAgar	C
USeq12	122.28837303474	4.24961588016594	0.657779428446418	6.46054847018086	1.04324170627432e-10	2.50378009505836e-09	Shoot_7pH_vs_AgarPlant_7pH	ShootvsAgar	C
USeq12	122.28837303474	4.7129336409733	0.708745134824557	6.64968746789343	2.93716025524627e-11	1.20423570465097e-09	Shoot_21C_vs_AgarPlant_21C	ShootvsAgar	C
USeq12	122.28837303474	3.83327844372877	0.599740177576055	6.39156519281661	1.64196248315678e-10	2.8709901286059e-09	Root_100Pi_vs_AgarPlant_100Pi	RootvsAgar	C
USeq12	122.28837303474	3.89669974205809	1.02536970174322	3.80028757962454	0.000144528263594033	0.0009237241194923	Root_10C_vs_AgarPlant_10C	RootvsAgar	C
USeq12	122.28837303474	4.48196806586642	0.624499946504211	7.17689103250579	7.13144811448597e-13	5.41990056700934e-11	Shoot_50Pi_vs_AgarPlant_50Pi	ShootvsAgar	C
USeq12	122.28837303474	4.39592059540878	0.609866282205139	7.20800726925601	5.67766000358194e-13	3.86080880243572e-11	Root_30Pi_vs_AgarPlant_30Pi	RootvsAgar	C
