SynCom	Length	Rep	Diversity
Full	3.819401639	R2	Full
Full	4.406581967	R2	Full
Full	3.909909836	R2	Full
AC	3.246737705	R2	Pairs
AC	3.599327869	R2	Pairs
AC	4.921106557	R2	Pairs
AC	4.492672131	R2	Pairs
AC	3.957868852	R2	Pairs
AC	3.103139344	R2	Pairs
AC	3.877614754	R2	Pairs
AC	5.490827869	R2	Pairs
AC	5.256377049	R2	Pairs
AC	5.043918033	R2	Pairs
AC	5.417483607	R2	Pairs
AC	6.00004918	R2	Pairs
AC	4.215262295	R2	Pairs
AC	4.877786885	R2	Pairs
AC	4.768844262	R2	Pairs
AC	5.091827869	R2	Pairs
AC	4.475680328	R2	Pairs
AC	4.377672131	R2	Pairs
AC	4.672393443	R2	Pairs
AC	4.672393443	R2	Pairs
AC	4.350516393	R2	Pairs
AC	4.898811475	R2	Pairs
AC	5.754991803	R2	Pairs
AC	5.832065574	R2	Pairs
AC	5.583918033	R2	Pairs
AC	5.421729508	R2	Pairs
AC	6.403368852	R2	Pairs
AC	5.706032787	R2	Pairs
AC	6.463147541	R2	Pairs
AC	5.846565574	R2	Pairs
AC	3.347516393	R2	Pairs
AC	3.983909836	R2	Pairs
AC	4.968188525	R2	Pairs
AC	5.114991803	R2	Pairs
AC	4.983803279	R2	Pairs
AC	5.388836066	R2	Pairs
AC	5.156319672	R2	Pairs
AC	5.165221311	R2	Pairs
AC	5.115696721	R2	Pairs
AC	4.968188525	R2	Pairs
AC	5.551065574	R2	Pairs
AC	5.683942623	R2	Pairs
AC	4.525188525	R2	Pairs
AC	5.634581967	R2	Pairs
AC	6.719008197	R2	Pairs
AC	5.903278689	R2	Pairs
AC	4.082040984	R2	Pairs
AC	5.411844262	R2	Pairs
AC	5.877508197	R2	Pairs
AC	4.758368852	R2	Pairs
