Length	SynCom	Experiment	Condition	Rep
6.129983471	NB	Abiotic	pH8.2	Rep2
6.54753719	NB	Abiotic	pH8.2	Rep2
6.252214876	NB	Abiotic	pH8.2	Rep2
6.513735537	NB	Abiotic	pH8.2	Rep2
6.720586777	NB	Abiotic	pH8.2	Rep2
6.757479339	NB	Abiotic	pH8.2	Rep2
6.440768595	NB	Abiotic	pH8.2	Rep2
6.183231405	NB	Abiotic	pH8.2	Rep2
4.331082645	NB	Abiotic	pH8.2	Rep2
5.826066116	NB	Abiotic	pH8.2	Rep2
5.368214876	NB	Abiotic	pH8.2	Rep2
5.928057851	NB	Abiotic	pH8.2	Rep2
5.646024793	NB	Abiotic	pH8.2	Rep2
6.020975207	NB	Abiotic	pH8.2	Rep2
7.201528926	NB	Abiotic	pH8.2	Rep2
6.638785124	NB	Abiotic	pH8.2	Rep2
6.681363636	NB	Abiotic	pH8.2	Rep2
6.782016529	NB	Abiotic	pH8.2	Rep2
6.380768595	NB	Abiotic	pH8.2	Rep2
7.161049587	NB	Abiotic	pH8.2	Rep2
1.98622314	NB	Abiotic	Na	Rep2
2.488355372	NB	Abiotic	Na	Rep2
2.407785124	NB	Abiotic	Na	Rep2
2.739214876	NB	Abiotic	Na	Rep2
2.431041322	NB	Abiotic	Na	Rep2
1.983743802	NB	Abiotic	Na	Rep2
1.739859504	NB	Abiotic	Na	Rep2
1.847991736	NB	Abiotic	Na	Rep2
3.712206612	NB	Abiotic	Na	Rep2
3.173553719	NB	Abiotic	Na	Rep2
3.010991736	NB	Abiotic	Na	Rep2
2.885892562	NB	Abiotic	Na	Rep2
2.253033058	NB	Abiotic	Na	Rep2
2.697	NB	Abiotic	Na	Rep2
1.915355372	NB	Abiotic	Na	Rep2
1.993363636	Full	Abiotic	MS	Rep2
2.28314876	Full	Abiotic	MS	Rep2
3.184553719	Full	Abiotic	MS	Rep2
2.026256198	Full	Abiotic	MS	Rep2
3.648512397	Full	Abiotic	MS	Rep2
4.23153719	Full	Abiotic	MS	Rep2
4.383752066	Full	Abiotic	MS	Rep2
3.670760331	Full	Abiotic	MS	Rep2
3.273396694	Full	Abiotic	MS	Rep2
3.904330579	Full	Abiotic	MS	Rep2
3.473595041	Full	Abiotic	MS	Rep2
4.282743802	Full	Abiotic	MS	Rep2
2.281231405	Full	Abiotic	MS	Rep2
3.372545455	Full	Abiotic	MS	Rep2
1.818479339	Full	Abiotic	MS	Rep2
2.448289256	Full	Abiotic	MS	Rep2
4.335115702	Full	Abiotic	MS	Rep2
3.339495868	Full	Abiotic	MS	Rep2
4.002181818	Full	Abiotic	MS	Rep2
6.125966942	Full	Abiotic	Control	Rep2
5.680760331	Full	Abiotic	Control	Rep2
5.40907438	Full	Abiotic	Control	Rep2
5.072520661	Full	Abiotic	Control	Rep2
6.348826446	Full	Abiotic	Control	Rep2
4.753206612	Full	Abiotic	Control	Rep2
5.590297521	Full	Abiotic	Control	Rep2
6.273157025	Full	Abiotic	Control	Rep2
5.697570248	Full	Abiotic	Control	Rep2
5.21277686	Full	Abiotic	Control	Rep2
6.35261157	Full	Abiotic	Control	Rep2
5.604727273	Full	Abiotic	Control	Rep2
5.009933884	Full	Abiotic	Control	Rep2
5.95677686	Full	Abiotic	Control	Rep2
6.775892562	Full	Abiotic	Control	Rep2
6.857768595	Full	Abiotic	Control	Rep2
4.661157025	Full	Abiotic	Control	Rep2
3.719008264	Full	Abiotic	Control	Rep2
3.983181818	Full	Abiotic	Control	Rep2
5.800272727	Full	Abiotic	Control	Rep2
4.941413223	Full	Abiotic	Control	Rep2
4.520355372	Full	Abiotic	Control	Rep2
4.695644628	Full	Abiotic	Control	Rep2
5.937280992	Full	Abiotic	-P	Rep2
5.67914876	Full	Abiotic	-P	Rep2
5.737785124	Full	Abiotic	-P	Rep2
7.299958678	Full	Abiotic	-P	Rep2
6.054107438	Full	Abiotic	-P	Rep2
6.39131405	Full	Abiotic	-P	Rep2
5.925669421	Full	Abiotic	-P	Rep2
6.679785124	Full	Abiotic	-P	Rep2
6.689710744	Full	Abiotic	-P	Rep2
5.990057851	Full	Abiotic	-P	Rep2
6.679735537	Full	Abiotic	-P	Rep2
6.694950413	Full	Abiotic	-P	Rep2
6.23177686	Full	Abiotic	-P	Rep2
5.831082645	Full	Abiotic	-P	Rep2
5.927487603	Full	Abiotic	-P	Rep2
6.324694215	Full	Abiotic	-P	Rep2
6.40361157	Full	Abiotic	-P	Rep2
6.324066116	Full	Abiotic	-P	Rep2
6.710768595	Full	Abiotic	-P	Rep2
5.91414876	Full	Abiotic	-P	Rep2
6.950115702	Full	Abiotic	-P	Rep2
6.128033058	Full	Abiotic	-P	Rep2
6.287214876	Full	Abiotic	-P	Rep2
6.612909091	Full	Abiotic	-P	Rep2
6.573239669	Full	Abiotic	-P	Rep2
6.056900826	Full	Abiotic	-P	Rep2
6.345801653	Full	Abiotic	-P	Rep2
6.535917355	Full	Abiotic	-P	Rep2
5.809272727	Full	Abiotic	-P	Rep2
6.079438017	Full	Abiotic	-P	Rep2
4.179578512	Full	Abiotic	pH8.2	Rep2
2.598578512	Full	Abiotic	pH8.2	Rep2
2.72907438	Full	Abiotic	pH8.2	Rep2
2.728289256	Full	Abiotic	pH8.2	Rep2
2.462545455	Full	Abiotic	pH8.2	Rep2
2.930760331	Full	Abiotic	pH8.2	Rep2
3	Full	Abiotic	pH8.2	Rep2
2.455049587	Full	Abiotic	pH8.2	Rep2
3.167834711	Full	Abiotic	pH8.2	Rep2
2.601768595	Full	Abiotic	pH8.2	Rep2
2.629966942	Full	Abiotic	pH8.2	Rep2
2.085008264	Full	Abiotic	pH8.2	Rep2
1.512396694	Full	Abiotic	pH8.2	Rep2
2.777859504	Full	Abiotic	pH8.2	Rep2
2.108024793	Full	Abiotic	pH8.2	Rep2
2.97892562	Full	Abiotic	pH8.2	Rep2
2.306322314	Full	Abiotic	pH8.2	Rep2
2.851239669	Full	Abiotic	pH8.2	Rep2
2.642214876	Full	Abiotic	pH8.2	Rep2
2.029760331	Full	Abiotic	pH8.2	Rep2
1.692421488	Full	Abiotic	pH8.2	Rep2
2.792752066	Full	Abiotic	pH8.2	Rep2
2.976123967	Full	Abiotic	pH8.2	Rep2
2.652057851	Full	Abiotic	pH8.2	Rep2
2.049586777	Full	Abiotic	pH8.2	Rep2
2.744	Full	Abiotic	pH8.2	Rep2
3.283396694	Full	Abiotic	pH8.2	Rep2
2.513264463	Full	Abiotic	Na	Rep2
2.316173554	Full	Abiotic	Na	Rep2
2.81477686	Full	Abiotic	Na	Rep2
2.87907438	Full	Abiotic	Na	Rep2
2.800570248	Full	Abiotic	Na	Rep2
3.372545455	Full	Abiotic	Na	Rep2
2.912090909	Full	Abiotic	Na	Rep2
2.777256198	Full	Abiotic	Na	Rep2
2.990049587	Full	Abiotic	Na	Rep2
2.286975207	Full	Abiotic	Na	Rep2
1.828669421	Full	Abiotic	Na	Rep2
1.934661157	Full	Abiotic	Na	Rep2
3.420966942	Full	Abiotic	Na	Rep2
2.954008264	Full	Abiotic	Na	Rep2
1.944520661	Full	Abiotic	Na	Rep2
1.877619835	Full	Abiotic	Na	Rep2
2.446504132	Full	Abiotic	Na	Rep2
1.893264463	Full	Abiotic	Na	Rep2
3.326380165	Full	Abiotic	Na	Rep2
1.686272727	Full	Abiotic	Na	Rep2
3.116041322	Full	Abiotic	Na	Rep2
2.646280992	Full	Abiotic	Na	Rep2
1.485768595	Full	Abiotic	Na	Rep2
2.194057851	Full	Abiotic	Na	Rep2
2.46053719	Full	Abiotic	Na	Rep2
2.163966942	Full	Abiotic	Na	Rep2
7.040661157	NB	Abiotic	31deg	Rep2
7.599008264	NB	Abiotic	31deg	Rep2
7.535322314	NB	Abiotic	31deg	Rep2
7.192495868	NB	Abiotic	31deg	Rep2
7.581082645	NB	Abiotic	31deg	Rep2
7.569595041	NB	Abiotic	31deg	Rep2
7.746	NB	Abiotic	31deg	Rep2
7.396487603	NB	Abiotic	31deg	Rep2
6.338338843	NB	Abiotic	31deg	Rep2
6.06214876	NB	Abiotic	31deg	Rep2
7.696909091	NB	Abiotic	31deg	Rep2
7.572	NB	Abiotic	31deg	Rep2
7.365247934	NB	Abiotic	31deg	Rep2
7.542280992	NB	Abiotic	31deg	Rep2
7.65546281	NB	Abiotic	31deg	Rep2
7.468016529	NB	Abiotic	31deg	Rep2
7.030239669	NB	Abiotic	31deg	Rep2
6.513404959	NB	Abiotic	31deg	Rep2
7.386190083	NB	Abiotic	31deg	Rep2
5.766702479	NB	Abiotic	31deg	Rep2
6.590752066	NB	Abiotic	31deg	Rep2
7.107404959	NB	Abiotic	31deg	Rep2
6.697702479	NB	Abiotic	31deg	Rep2
6.809297521	NB	Abiotic	31deg	Rep2
6.732305785	NB	Abiotic	31deg	Rep2
6.782024793	NB	Abiotic	31deg	Rep2
5.94385124	NB	Abiotic	31deg	Rep2
6.05207438	NB	Abiotic	31deg	Rep2
5.36368595	Full	Abiotic	31deg	Rep2
5.864727273	Full	Abiotic	31deg	Rep2
4.665371901	Full	Abiotic	31deg	Rep2
5.515066116	Full	Abiotic	31deg	Rep2
3.94285124	Full	Abiotic	31deg	Rep2
4.314330579	Full	Abiotic	31deg	Rep2
3.347471074	Full	Abiotic	31deg	Rep2
5.094479339	Full	Abiotic	31deg	Rep2
5.761090909	Full	Abiotic	31deg	Rep2
5.144198347	Full	Abiotic	31deg	Rep2
4.443619835	Full	Abiotic	31deg	Rep2
4.761942149	Full	Abiotic	31deg	Rep2
5.704041322	Full	Abiotic	31deg	Rep2
5.85722314	Full	Abiotic	31deg	Rep2
5.704041322	Full	Abiotic	31deg	Rep2
4.852669421	Full	Abiotic	31deg	Rep2
5.105090909	Full	Abiotic	31deg	Rep2
2.917834711	Full	Abiotic	31deg	Rep2
5.839090909	Full	Abiotic	31deg	Rep2
5.713305785	Full	Abiotic	31deg	Rep2
5.727752066	Full	Abiotic	31deg	Rep2
5.506421488	Full	Abiotic	31deg	Rep2
5.914041322	Full	Abiotic	31deg	Rep2
5.873884298	Full	Abiotic	31deg	Rep2
5.645768595	Full	Abiotic	31deg	Rep2
5.156132231	Full	Abiotic	31deg	Rep2
3.993661157	Full	Abiotic	31deg	Rep2
5.380619835	Full	Abiotic	31deg	Rep2
5.752115702	Full	Abiotic	31deg	Rep2
3.786024793	DOV	Abiotic	31deg	Rep2
4.130677686	DOV	Abiotic	31deg	Rep2
3.138099174	DOV	Abiotic	31deg	Rep2
3.411570248	DOV	Abiotic	31deg	Rep2
4.146785124	DOV	Abiotic	31deg	Rep2
3.549719008	DOV	Abiotic	31deg	Rep2
2.473661157	DOV	Abiotic	31deg	Rep2
2.732876033	DOV	Abiotic	31deg	Rep2
1.863669421	DOV	Abiotic	31deg	Rep2
2.776909091	DOV	Abiotic	31deg	Rep2
4.486198347	DOV	Abiotic	31deg	Rep2
3.057892562	DOV	Abiotic	31deg	Rep2
2.87722314	DOV	Abiotic	31deg	Rep2
2.820305785	DOV	Abiotic	31deg	Rep2
2.84614876	DOV	Abiotic	31deg	Rep2
2.247991736	DOV	Abiotic	31deg	Rep2
2.12253719	DOV	Abiotic	31deg	Rep2
3.994504132	DOV	Abiotic	31deg	Rep2
3.605371901	DOV	Abiotic	31deg	Rep2
3.554115702	DOV	Abiotic	31deg	Rep2
3.404016529	DOV	Abiotic	31deg	Rep2
2.783933884	DOV	Abiotic	31deg	Rep2
2.730090909	DOV	Abiotic	31deg	Rep2
2.716206612	DOV	Abiotic	31deg	Rep2
2.795504132	DOV	Abiotic	31deg	Rep2
2.672396694	DOV	Abiotic	31deg	Rep2
5.848528926	Full	Abiotic	clay	Rep2
5.213719008	Full	Abiotic	clay	Rep2
6.380504132	Full	Abiotic	clay	Rep2
4.001231405	Full	Abiotic	clay	Rep2
4.133421488	Full	Abiotic	clay	Rep2
5.105272727	Full	Abiotic	clay	Rep2
4.576454545	Full	Abiotic	clay	Rep2
5.369636364	Full	Abiotic	clay	Rep2
5.036198347	Full	Abiotic	clay	Rep2
5.14185124	Full	Abiotic	clay	Rep2
2.059165289	Full	Abiotic	clay	Rep2
4.979024793	Full	Abiotic	clay	Rep2
4.760793388	Full	Abiotic	clay	Rep2
4.312876033	Full	Abiotic	clay	Rep2
4.572272727	Full	Abiotic	clay	Rep2
4.376140496	Full	Abiotic	clay	Rep2
5.495661157	Full	Abiotic	clay	Rep2
4.013636364	Full	Abiotic	clay	Rep2
4.80477686	Full	Abiotic	clay	Rep2
4.214066116	Full	Abiotic	clay	Rep2
4.498057851	Full	Abiotic	clay	Rep2
5.636239669	Full	Abiotic	clay	Rep2
4.86231405	Full	Abiotic	clay	Rep2
4.576454545	Full	Abiotic	clay	Rep2
3.994504132	Full	Abiotic	clay	Rep1
4.022413223	Full	Abiotic	clay	Rep1
4.645900826	Full	Abiotic	clay	Rep1
4.785702479	Full	Abiotic	clay	Rep1
5.077380165	Full	Abiotic	clay	Rep1
4.687	Full	Abiotic	clay	Rep1
5.238512397	Full	Abiotic	clay	Rep1
5.057909091	Full	Abiotic	clay	Rep1
4.291049587	Full	Abiotic	clay	Rep1
6.145809917	Full	Abiotic	clay	Rep1
7.000347107	Full	Abiotic	clay	Rep1
6.184743802	Full	Abiotic	clay	Rep1
3.64538843	Full	Abiotic	clay	Rep1
4.991760331	Full	Abiotic	clay	Rep1
7.272892562	Full	Abiotic	clay	Rep1
6.681140496	Full	Abiotic	clay	Rep1
6.909107438	Full	Abiotic	clay	Rep1
5.961471074	Full	Abiotic	clay	Rep1
6.495842975	Full	Abiotic	clay	Rep1
2.942330579	NB	Abiotic	clay	Rep2
3.187471074	NB	Abiotic	clay	Rep2
4.000140496	NB	Abiotic	clay	Rep2
3.075975207	NB	Abiotic	clay	Rep2
3.50553719	NB	Abiotic	clay	Rep2
3.07153719	NB	Abiotic	clay	Rep2
2.943818182	NB	Abiotic	clay	Rep2
1.520661157	NB	Abiotic	clay	Rep2
2.772330579	NB	Abiotic	clay	Rep2
3.080768595	NB	Abiotic	clay	Rep2
2.234768595	NB	Abiotic	clay	Rep2
3.690801653	NB	Abiotic	clay	Rep2
3.08307438	NB	Abiotic	clay	Rep2
2.767793388	NB	Abiotic	clay	Rep2
3.615570248	NB	Abiotic	clay	Rep2
4.599322314	DOV	Abiotic	clay	Rep2
4.859950413	DOV	Abiotic	clay	Rep2
4.24185124	DOV	Abiotic	clay	Rep2
4.363760331	DOV	Abiotic	clay	Rep2
4.549272727	DOV	Abiotic	clay	Rep2
4.991842975	DOV	Abiotic	clay	Rep2
3.179404959	DOV	Abiotic	clay	Rep2
3.731289256	DOV	Abiotic	clay	Rep2
5.061735537	DOV	Abiotic	clay	Rep2
4.200429752	DOV	Abiotic	clay	Rep2
5.462652893	DOV	Abiotic	clay	Rep2
4.546264463	DOV	Abiotic	clay	Rep2
3.769900826	DOV	Abiotic	clay	Rep2
2.41322314	DOV	Abiotic	clay	Rep2
5.000595041	DOV	Abiotic	clay	Rep2
4.430247934	DOV	Abiotic	clay	Rep2
3.842966942	DOV	Abiotic	clay	Rep2
4.736628099	DOV	Abiotic	clay	Rep2
4.815677686	DOV	Abiotic	clay	Rep2
4.233471074	DOV	Abiotic	clay	Rep2
3.415214876	DOV	Abiotic	clay	Rep2
5.356289256	DOV	Abiotic	clay	Rep2
4.576933884	DOV	Abiotic	clay	Rep2
4.429876033	DOV	Abiotic	clay	Rep2
3.196628099	DOV	Abiotic	clay	Rep1
3.99014876	DOV	Abiotic	clay	Rep1
6.918892562	DOV	Abiotic	clay	Rep1
5.110115702	DOV	Abiotic	clay	Rep1
5.329652893	DOV	Abiotic	clay	Rep1
5.682421488	DOV	Abiotic	clay	Rep1
3.94068595	DOV	Abiotic	clay	Rep1
4.348396694	DOV	Abiotic	clay	Rep1
3.98522314	DOV	Abiotic	clay	Rep1
5.128363636	DOV	Abiotic	clay	Rep1
4.217338843	DOV	Abiotic	clay	Rep1
3.829752066	DOV	Abiotic	clay	Rep1
5.559247934	DOV	Abiotic	clay	Rep1
3.934438017	DOV	Abiotic	clay	Rep1
4.349115702	DOV	Abiotic	clay	Rep1
4.462842975	DOV	Abiotic	clay	Rep1
4.686785124	DOV	Abiotic	clay	Rep1
5.192214876	DOV	Abiotic	clay	Rep1
5.455876033	DOV	Abiotic	clay	Rep1
3.10853719	DOV	Abiotic	clay	Rep1
4.420983471	DOV	Abiotic	clay	Rep1
5.624595041	DOV	Abiotic	clay	Rep1
5.534892562	DOV	Abiotic	clay	Rep1
4.751512397	DOV	Abiotic	clay	Rep1
0.285	DOV	Biotic	35-member	Rep1
2.727	DOV	Biotic	35-member	Rep1
2.576	DOV	Biotic	35-member	Rep1
1.28	DOV	Biotic	35-member	Rep1
1.461	DOV	Biotic	35-member	Rep1
0.807	DOV	Biotic	35-member	Rep1
1.112	DOV	Biotic	35-member	Rep1
1.975	DOV	Biotic	35-member	Rep1
1.595	DOV	Biotic	35-member	Rep1
2.735	DOV	Biotic	35-member	Rep1
1.885	DOV	Biotic	35-member	Rep1
1.691	DOV	Biotic	35-member	Rep1
0.969	DOV	Biotic	35-member	Rep1
0.906	DOV	Biotic	35-member	Rep1
1.905	DOV	Biotic	35-member	Rep1
0.281	DOV	Biotic	35-member	Rep1
1.68	DOV	Biotic	35-member	Rep1
0.169	DOV	Biotic	35-member	Rep1
1.552	DOV	Biotic	35-member	Rep1
0.281	DOV	Biotic	35-member	Rep1
2.666	DOV	Biotic	35-member	Rep1
1.288	DOV	Biotic	35-member	Rep1
1.013	DOV	Biotic	35-member	Rep1
1.559	DOV	Biotic	35-member	Rep1
2.076	DOV	Biotic	35-member	Rep1
0.421	DOV	Biotic	35-member	Rep1
1.756	DOV	Biotic	35-member	Rep1
0.319	DOV	Biotic	35-member	Rep1
0.796	DOV	Biotic	35-member	Rep1
1.97	DOV	Biotic	35-member	Rep1
1.092	DOV	Biotic	35-member	Rep1
1.392	DOV	Biotic	35-member	Rep1
0.14	DOV	Biotic	35-member	Rep1
2.287	DOV	Biotic	35-member	Rep1
2.434	DOV	Biotic	35-member	Rep1
0.275	DOV	Biotic	35-member	Rep1
1.296	DOV	Biotic	35-member	Rep1
1.975	DOV	Biotic	35-member	Rep1
1.608	DOV	Biotic	35-member	Rep1
1.872	DOV	Biotic	35-member	Rep1
6.024	Full	Biotic	35-member	Rep1
6.017	Full	Biotic	35-member	Rep1
5.409	Full	Biotic	35-member	Rep1
4.9	Full	Biotic	35-member	Rep1
4.509	Full	Biotic	35-member	Rep1
5.396	Full	Biotic	35-member	Rep1
4.6	Full	Biotic	35-member	Rep1
4.812	Full	Biotic	35-member	Rep1
6.218	Full	Biotic	35-member	Rep1
2.154	Full	Biotic	35-member	Rep1
5.93	Full	Biotic	35-member	Rep1
6.338	Full	Biotic	35-member	Rep1
6.121	Full	Biotic	35-member	Rep1
5.91	Full	Biotic	35-member	Rep1
6.1	Full	Biotic	35-member	Rep1
5.75	Full	Biotic	35-member	Rep1
5.832	Full	Biotic	35-member	Rep1
5.94	Full	Biotic	35-member	Rep1
5.562	Full	Biotic	35-member	Rep1
5.138	Full	Biotic	35-member	Rep1
6.211	Full	Biotic	35-member	Rep1
6.405	Full	Biotic	35-member	Rep1
6.035	Full	Biotic	35-member	Rep1
5.73	Full	Biotic	35-member	Rep1
5.716	Full	Biotic	35-member	Rep1
4.47	Full	Biotic	35-member	Rep1
4.788	Full	Biotic	35-member	Rep1
5.014	Full	Biotic	35-member	Rep1
4.779	Full	Biotic	35-member	Rep1
5.843	Full	Biotic	35-member	Rep1
6.56	Full	Biotic	35-member	Rep1
5.989	Full	Biotic	35-member	Rep1
6.423	Full	Biotic	35-member	Rep1
5.6	Full	Biotic	35-member	Rep1
5.875	Full	Biotic	35-member	Rep1
5.271	Full	Biotic	35-member	Rep1
5.603	Full	Biotic	35-member	Rep1
6.013	Full	Biotic	35-member	Rep1
5.493	Full	Biotic	35-member	Rep1
5.791	Full	Biotic	35-member	Rep1
1.179239669	DOV	Biotic	d	Rep1
0.250123967	DOV	Biotic	d	Rep1
1.168768595	DOV	Biotic	d	Rep1
0.507033058	DOV	Biotic	d	Rep1
1.623958678	DOV	Biotic	d	Rep1
2.165545455	DOV	Biotic	d	Rep1
1.174603306	DOV	Biotic	d	Rep1
1.949710744	DOV	Biotic	d	Rep1
4.092107438	Full	Biotic	d	Rep1
5.292561983	Full	Biotic	d	Rep1
4.991355372	Full	Biotic	d	Rep1
3.848090909	Full	Biotic	d	Rep1
5.353595041	Full	Biotic	d	Rep1
5.225438017	Full	Biotic	c	Rep1
4.206669421	Full	Biotic	c	Rep1
3.839834711	Full	Biotic	c	Rep1
0.870950413	DOV	Biotic	c	Rep1
2.364099174	DOV	Biotic	c	Rep1
0.422214876	DOV	Biotic	c	Rep1
0.422214876	DOV	Biotic	c	Rep1
0.818181818	DOV	Biotic	c	Rep1
1.095404959	DOV	Biotic	c	Rep1
1.190338843	DOV	Biotic	d	Rep1
0.661570248	DOV	Biotic	d	Rep1
2.281669421	DOV	Biotic	d	Rep1
1.596239669	DOV	Biotic	d	Rep1
2.072735537	DOV	Biotic	d	Rep1
2.045264463	DOV	Biotic	d	Rep1
2.087950413	DOV	Biotic	d	Rep1
2.30031405	DOV	Biotic	d	Rep1
2.30031405	DOV	Biotic	d	Rep1
1.172652893	DOV	Biotic	d	Rep1
1.638049587	DOV	Biotic	d	Rep1
1.58677686	DOV	Biotic	d	Rep1
1.925123967	DOV	Biotic	d	Rep1
1.761900826	DOV	Biotic	d	Rep1
2.009487603	DOV	Biotic	d	Rep1
1.626942149	DOV	Biotic	d	Rep1
2.877743802	DOV	Biotic	d	Rep1
3.054016529	DOV	Biotic	d	Rep1
1.785297521	DOV	Biotic	d	Rep1
2.11268595	DOV	Biotic	d	Rep1
2.114570248	DOV	Biotic	d	Rep1
6.506603306	Full	Biotic	d	Rep1
6.555545455	Full	Biotic	d	Rep1
6.600421488	Full	Biotic	d	Rep1
6.697884298	Full	Biotic	d	Rep1
7.061644628	Full	Biotic	d	Rep1
5.974793388	Full	Biotic	d	Rep1
6.919545455	Full	Biotic	d	Rep1
6.332132231	Full	Biotic	d	Rep1
6.557504132	Full	Biotic	d	Rep1
6.141132231	Full	Biotic	d	Rep1
6.141132231	Full	Biotic	d	Rep1
6.309983471	Full	Biotic	d	Rep1
6.166016529	Full	Biotic	d	Rep1
6.78477686	Full	Biotic	d	Rep1
6.651818182	Full	Biotic	d	Rep1
6.150206612	Full	Biotic	d	Rep1
7.187950413	Full	Biotic	d	Rep1
7.609570248	Full	Biotic	d	Rep1
7.155190083	Full	Biotic	d	Rep1
6.394049587	Full	Biotic	d	Rep1
6.821066116	Full	Biotic	c	Rep1
7.047603306	Full	Biotic	c	Rep1
7.459181818	Full	Biotic	c	Rep1
7.218322314	Full	Biotic	c	Rep1
5.201	Full	Biotic	c	Rep1
5.939760331	Full	Biotic	c	Rep1
5.391123967	Full	Biotic	c	Rep1
6.994545455	Full	Biotic	c	Rep1
6.397123967	Full	Biotic	c	Rep1
6.037842975	Full	Biotic	c	Rep1
6.677206612	Full	Biotic	c	Rep1
7.168033058	Full	Biotic	c	Rep1
7.09546281	Full	Biotic	c	Rep1
7.163404959	Full	Biotic	c	Rep1
7.903842975	Full	Biotic	c	Rep1
6.972016529	Full	Biotic	c	Rep1
7.07207438	Full	Biotic	c	Rep1
6.996702479	Full	Biotic	c	Rep1
6.472264463	Full	Biotic	c	Rep1
2.289603306	DOV	Biotic	c	Rep1
2.352917355	DOV	Biotic	c	Rep1
3.282107438	DOV	Biotic	c	Rep1
3.097793388	DOV	Biotic	c	Rep1
3.411570248	DOV	Biotic	c	Rep1
3.947090909	DOV	Biotic	c	Rep1
2.991917355	DOV	Biotic	c	Rep1
2.991917355	DOV	Biotic	c	Rep1
1.493471074	DOV	Biotic	c	Rep1
1.599471074	DOV	Biotic	c	Rep1
1.720280992	DOV	Biotic	c	Rep1
3.375181818	DOV	Biotic	c	Rep1
1.250636364	DOV	Biotic	c	Rep1
2.816958678	DOV	Biotic	c	Rep1
3.160528926	DOV	Biotic	c	Rep1
3.227371901	DOV	Biotic	c	Rep1
2.544487603	DOV	Biotic	c	Rep1
3.076553719	DOV	Biotic	c	Rep1
3.008669421	DOV	Biotic	c	Rep1
1.702479339	DOV	Biotic	c	Rep1
4.748289256	Full	Biotic	a	Rep1
5.341297521	Full	Biotic	a	Rep1
6.032495868	Full	Biotic	a	Rep1
5.882297521	Full	Biotic	a	Rep1
5.498545455	Full	Biotic	a	Rep1
6.525322314	Full	Biotic	a	Rep1
5.80092562	Full	Biotic	a	Rep1
6.00946281	Full	Biotic	a	Rep1
4.521677686	Full	Biotic	a	Rep1
6.255231405	Full	Biotic	a	Rep1
6.246727273	Full	Biotic	a	Rep1
5.663057851	Full	Biotic	a	Rep1
5.85385124	Full	Biotic	a	Rep1
6.428305785	Full	Biotic	a	Rep1
5.23538843	Full	Biotic	a	Rep1
5.050190083	DOV	Biotic	a	Rep1
5.197157025	DOV	Biotic	a	Rep1
5.558644628	DOV	Biotic	a	Rep1
3.502892562	DOV	Biotic	a	Rep1
3.91531405	DOV	Biotic	a	Rep1
5.253975207	DOV	Biotic	a	Rep1
4.93892562	DOV	Biotic	a	Rep1
5.133909091	DOV	Biotic	a	Rep1
4.246909091	DOV	Biotic	a	Rep1
4.168900826	DOV	Biotic	a	Rep1
4.339975207	DOV	Biotic	a	Rep1
4.933884298	DOV	Biotic	a	Rep1
4.289900826	DOV	Biotic	a	Rep1
5.686123967	DOV	Biotic	a	Rep1
5.758528926	DOV	Biotic	a	Rep1
6.021322314	DOV	Biotic	a	Rep1
5.64614876	DOV	Biotic	a	Rep1
5.086090909	DOV	Biotic	a	Rep1
4.67438843	DOV	Biotic	a	Rep1
6.6379	Full	TotalRootNetwork	Control	Rep2
6.5363	Full	TotalRootNetwork	Control	Rep2
6.2823	Full	TotalRootNetwork	Control	Rep2
6.8749	Full	TotalRootNetwork	Control	Rep2
4.3011	Full	TotalRootNetwork	Control	Rep2
5.0631	Full	TotalRootNetwork	Control	Rep2
4.1656	Full	TotalRootNetwork	Control	Rep2
5.4356	Full	TotalRootNetwork	Control	Rep2
6.0113	Full	TotalRootNetwork	Control	Rep2
6.858	Full	TotalRootNetwork	Control	Rep2
6.6548	Full	TotalRootNetwork	Control	Rep2
7.0443	Full	TotalRootNetwork	Control	Rep2
6.6209	Full	TotalRootNetwork	Control	Rep2
7.4337	Full	TotalRootNetwork	Control	Rep2
7.1459	Full	TotalRootNetwork	Control	Rep2
4.6228	Full	TotalRootNetwork	Control	Rep2
5.6557	Full	TotalRootNetwork	Control	Rep2
6.2992	Full	TotalRootNetwork	-P	Rep2
5.4356	Full	TotalRootNetwork	-P	Rep2
6.35	Full	TotalRootNetwork	-P	Rep2
5.9436	Full	TotalRootNetwork	-P	Rep2
6.7225	Full	TotalRootNetwork	-P	Rep2
6.604	Full	TotalRootNetwork	-P	Rep2
6.9765	Full	TotalRootNetwork	-P	Rep2
6.8749	Full	TotalRootNetwork	-P	Rep2
6.1129	Full	TotalRootNetwork	-P	Rep2
6.1468	Full	TotalRootNetwork	-P	Rep2
7.0781	Full	TotalRootNetwork	-P	Rep2
5.0123	Full	TotalRootNetwork	-P	Rep2
5.8251	Full	TotalRootNetwork	-P	Rep2
2.7432	Full	TotalRootNetwork	Na	Rep2
3.2343	Full	TotalRootNetwork	Na	Rep2
3.3528	Full	TotalRootNetwork	Na	Rep2
3.0649	Full	TotalRootNetwork	Na	Rep2
3.1835	Full	TotalRootNetwork	Na	Rep2
2.7601	Full	TotalRootNetwork	Na	Rep2
3.3528	Full	TotalRootNetwork	Na	Rep2
3.3867	Full	TotalRootNetwork	Na	Rep2
3.1157	Full	TotalRootNetwork	Na	Rep2
